id,name,class
mnist_train_47482,0,0
mnist_train_48128,0,0
mnist_train_48136,0,0
mnist_train_48218,0,0
mnist_train_48434,0,0
mnist_train_48834,0,0
mnist_train_49185,0,0
mnist_train_49229,0,0
mnist_train_49419,0,0
mnist_train_49530,0,0
mnist_train_49800,0,0
mnist_train_49835,0,0
mnist_train_49883,0,0
mnist_train_50061,0,0
mnist_train_50070,0,0
mnist_train_50205,0,0
mnist_train_5053,0,0
mnist_train_50630,0,0
mnist_train_51017,0,0
mnist_train_51041,0,0
mnist_train_51167,0,0
mnist_train_51303,0,0
mnist_train_51464,0,0
mnist_train_51490,0,0
mnist_train_52182,0,0
mnist_train_52313,0,0
mnist_train_524,0,0
mnist_train_52691,0,0
mnist_train_53255,0,0
mnist_train_53360,0,0
mnist_train_53562,0,0
mnist_train_54108,0,0
mnist_train_54232,0,0
mnist_train_54414,0,0
mnist_train_54900,0,0
mnist_train_5563,0,0
mnist_train_55837,0,0
mnist_train_5646,0,0
mnist_train_56460,0,0
mnist_train_56724,0,0
mnist_train_57154,0,0
mnist_train_57629,0,0
mnist_train_58012,0,0
mnist_train_58229,0,0
mnist_train_58396,0,0
mnist_train_58510,0,0
mnist_train_58738,0,0
mnist_train_6502,0,0
mnist_train_667,0,0
mnist_train_7066,0,0
mnist_train_7158,0,0
mnist_train_7181,0,0
mnist_train_7548,0,0
mnist_train_7597,0,0
mnist_train_7649,0,0
mnist_train_7708,0,0
mnist_train_7981,0,0
mnist_train_8003,0,0
mnist_train_8016,0,0
mnist_train_8687,0,0
mnist_train_8969,0,0
mnist_train_9055,0,0
mnist_train_9101,0,0
mnist_train_9196,0,0
mnist_train_9329,0,0
mnist_train_9506,0,0
mnist_train_9666,0,0
mnist_train_10110,1,1
mnist_train_10180,1,1
mnist_train_10852,1,1
mnist_train_10915,1,1
mnist_train_11200,1,1
mnist_train_11982,1,1
mnist_train_124,1,1
mnist_train_12664,1,1
mnist_train_13112,1,1
mnist_train_13584,1,1
mnist_train_13782,1,1
mnist_train_14521,1,1
mnist_train_15612,1,1
mnist_train_15790,1,1
mnist_train_15803,1,1
mnist_train_15933,1,1
mnist_train_16562,1,1
mnist_train_16608,1,1
mnist_train_16779,1,1
mnist_train_16991,1,1
mnist_train_17465,1,1
mnist_train_17505,1,1
mnist_train_18072,1,1
mnist_train_18993,1,1
mnist_train_19136,1,1
mnist_train_19150,1,1
mnist_train_19278,1,1
mnist_train_19410,1,1
mnist_train_19441,1,1
mnist_train_19510,1,1
mnist_train_19724,1,1
mnist_train_19753,1,1
mnist_train_19940,1,1
mnist_train_20064,1,1
mnist_train_20456,1,1
mnist_train_20611,1,1
mnist_train_20829,1,1
mnist_train_21071,1,1
mnist_train_21171,1,1
mnist_train_21958,1,1
mnist_train_23056,1,1
mnist_train_23501,1,1
mnist_train_23656,1,1
mnist_train_24376,1,1
mnist_train_24900,1,1
mnist_train_25151,1,1
mnist_train_25287,1,1
mnist_train_25443,1,1
mnist_train_2552,1,1
mnist_train_2563,1,1
mnist_train_25876,1,1
mnist_train_26142,1,1
mnist_train_26757,1,1
mnist_train_27064,1,1
mnist_train_27270,1,1
mnist_train_27284,1,1
mnist_train_27528,1,1
mnist_train_28038,1,1
mnist_train_28513,1,1
mnist_train_28877,1,1
mnist_train_29087,1,1
mnist_train_29773,1,1
mnist_train_29952,1,1
mnist_train_30270,1,1
mnist_train_30303,1,1
mnist_train_30512,1,1
mnist_train_30607,1,1
mnist_train_3068,1,1
mnist_train_31001,1,1
mnist_train_31169,1,1
mnist_train_31478,1,1
mnist_train_31642,1,1
mnist_train_31990,1,1
mnist_train_32535,1,1
mnist_train_32612,1,1
mnist_train_32808,1,1
mnist_train_32842,1,1
mnist_train_32863,1,1
mnist_train_33191,1,1
mnist_train_33458,1,1
mnist_train_33826,1,1
mnist_train_33868,1,1
mnist_train_34166,1,1
mnist_train_3431,1,1
mnist_train_34613,1,1
mnist_train_34638,1,1
mnist_train_34681,1,1
mnist_train_35496,1,1
mnist_train_36422,1,1
mnist_train_36551,1,1
mnist_train_36682,1,1
mnist_train_36947,1,1
mnist_train_36968,1,1
mnist_train_38424,1,1
mnist_train_3885,1,1
mnist_train_39138,1,1
mnist_train_39237,1,1
mnist_train_39262,1,1
mnist_train_39441,1,1
mnist_train_39707,1,1
mnist_train_39797,1,1
mnist_train_39828,1,1
mnist_train_39950,1,1
mnist_train_40314,1,1
mnist_train_40380,1,1
mnist_train_40615,1,1
mnist_train_40635,1,1
mnist_train_40819,1,1
mnist_train_40823,1,1
mnist_train_41103,1,1
mnist_train_41372,1,1
mnist_train_41424,1,1
mnist_train_41649,1,1
mnist_train_42194,1,1
mnist_train_42348,1,1
mnist_train_42765,1,1
mnist_train_42803,1,1
mnist_train_42968,1,1
mnist_train_43006,1,1
mnist_train_43227,1,1
mnist_train_43484,1,1
mnist_train_43951,1,1
mnist_train_4407,1,1
mnist_train_44432,1,1
mnist_train_44876,1,1
mnist_train_45078,1,1
mnist_train_45537,1,1
mnist_train_45693,1,1
mnist_train_45955,1,1
mnist_train_46240,1,1
mnist_train_46302,1,1
mnist_train_46326,1,1
mnist_train_46335,1,1
mnist_train_46552,1,1
mnist_train_466,1,1
mnist_train_46842,1,1
mnist_train_48085,1,1
mnist_train_48510,1,1
mnist_train_48534,1,1
mnist_train_48664,1,1
mnist_train_48897,1,1
mnist_train_49943,1,1
mnist_train_50489,1,1
mnist_train_5090,1,1
mnist_train_51112,1,1
mnist_train_51566,1,1
mnist_train_52075,1,1
mnist_train_52369,1,1
mnist_train_52376,1,1
mnist_train_52615,1,1
mnist_train_52777,1,1
mnist_train_52927,1,1
mnist_train_52965,1,1
mnist_train_53177,1,1
mnist_train_53233,1,1
mnist_train_53273,1,1
mnist_train_53395,1,1
mnist_train_53427,1,1
mnist_train_5355,1,1
mnist_train_53593,1,1
mnist_train_53791,1,1
mnist_train_54061,1,1
mnist_train_54123,1,1
mnist_train_54501,1,1
mnist_train_55371,1,1
mnist_train_56283,1,1
mnist_train_56384,1,1
mnist_train_56603,1,1
mnist_train_5681,1,1
mnist_train_57193,1,1
mnist_train_57222,1,1
mnist_train_57243,1,1
mnist_train_57454,1,1
mnist_train_58155,1,1
mnist_train_58260,1,1
mnist_train_5834,1,1
mnist_train_58466,1,1
mnist_train_58944,1,1
mnist_train_59419,1,1
mnist_train_5966,1,1
mnist_train_59697,1,1
mnist_train_59965,1,1
mnist_train_6082,1,1
mnist_train_6303,1,1
mnist_train_638,1,1
mnist_train_6395,1,1
mnist_train_6785,1,1
mnist_train_6822,1,1
mnist_train_7491,1,1
mnist_train_7553,1,1
mnist_train_7761,1,1
mnist_train_7788,1,1
mnist_train_8330,1,1
mnist_train_8418,1,1
mnist_train_8595,1,1
mnist_train_891,1,1
mnist_train_9260,1,1
mnist_train_9525,1,1
mnist_train_9599,1,1
mnist_train_9734,1,1
mnist_train_10279,2,2
mnist_train_10846,2,2
mnist_train_10959,2,2
mnist_train_11006,2,2
mnist_train_11086,2,2
mnist_train_11552,2,2
mnist_train_11581,2,2
mnist_train_12079,2,2
mnist_train_12281,2,2
mnist_train_12302,2,2
mnist_train_13031,2,2
mnist_train_13310,2,2
mnist_train_13552,2,2
mnist_train_13627,2,2
mnist_train_13735,2,2
mnist_train_13922,2,2
mnist_train_14215,2,2
mnist_train_14603,2,2
mnist_train_15434,2,2
mnist_train_15569,2,2
mnist_train_15917,2,2
mnist_train_16047,2,2
mnist_train_16309,2,2
mnist_train_17039,2,2
mnist_train_17372,2,2
mnist_train_17653,2,2
mnist_train_18566,2,2
mnist_train_18631,2,2
mnist_train_18864,2,2
mnist_train_18865,2,2
mnist_train_19084,2,2
mnist_train_19336,2,2
mnist_train_19556,2,2
mnist_train_1987,2,2
mnist_train_20265,2,2
mnist_train_20497,2,2
mnist_train_20715,2,2
mnist_train_20960,2,2
mnist_train_21135,2,2
mnist_train_21537,2,2
mnist_train_21557,2,2
mnist_train_2189,2,2
mnist_train_21952,2,2
mnist_train_2201,2,2
mnist_train_22056,2,2
mnist_train_22188,2,2
mnist_train_22516,2,2
mnist_train_22635,2,2
mnist_train_22800,2,2
mnist_train_23895,2,2
mnist_train_24035,2,2
mnist_train_24055,2,2
mnist_train_24152,2,2
mnist_train_24206,2,2
mnist_train_24805,2,2
mnist_train_24853,2,2
mnist_train_25004,2,2
mnist_train_25017,2,2
mnist_train_25294,2,2
mnist_train_25672,2,2
mnist_train_26224,2,2
mnist_train_26237,2,2
mnist_train_26635,2,2
mnist_train_26718,2,2
mnist_train_27093,2,2
mnist_train_27347,2,2
mnist_train_2738,2,2
mnist_train_27551,2,2
mnist_train_27660,2,2
mnist_train_27673,2,2
mnist_train_27797,2,2
mnist_train_28091,2,2
mnist_train_28112,2,2
mnist_train_28169,2,2
mnist_train_28189,2,2
mnist_train_2851,2,2
mnist_train_28537,2,2
mnist_train_28611,2,2
mnist_train_2877,2,2
mnist_train_28832,2,2
mnist_train_28879,2,2
mnist_train_29019,2,2
mnist_train_3054,2,2
mnist_train_32077,2,2
mnist_train_32590,2,2
mnist_train_33007,2,2
mnist_train_33863,2,2
mnist_train_33941,2,2
mnist_train_34134,2,2
mnist_train_34614,2,2
mnist_train_3569,2,2
mnist_train_35690,2,2
mnist_train_35691,2,2
mnist_train_35927,2,2
mnist_train_36081,2,2
mnist_train_36374,2,2
mnist_train_36463,2,2
mnist_train_3672,2,2
mnist_train_36775,2,2
mnist_train_36942,2,2
mnist_train_37172,2,2
mnist_train_37322,2,2
mnist_train_37760,2,2
mnist_train_37798,2,2
mnist_train_38143,2,2
mnist_train_38197,2,2
mnist_train_38800,2,2
mnist_train_38825,2,2
mnist_train_38924,2,2
mnist_train_39118,2,2
mnist_train_39147,2,2
mnist_train_39203,2,2
mnist_train_3930,2,2
mnist_train_39682,2,2
mnist_train_40053,2,2
mnist_train_40119,2,2
mnist_train_40686,2,2
mnist_train_40967,2,2
mnist_train_40985,2,2
mnist_train_41141,2,2
mnist_train_4157,2,2
mnist_train_41708,2,2
mnist_train_41984,2,2
mnist_train_42341,2,2
mnist_train_42429,2,2
mnist_train_42539,2,2
mnist_train_42810,2,2
mnist_train_43391,2,2
mnist_train_43575,2,2
mnist_train_44021,2,2
mnist_train_44033,2,2
mnist_train_44166,2,2
mnist_train_44195,2,2
mnist_train_44316,2,2
mnist_train_44415,2,2
mnist_train_45041,2,2
mnist_train_45281,2,2
mnist_train_45332,2,2
mnist_train_45406,2,2
mnist_train_45672,2,2
mnist_train_46394,2,2
mnist_train_46574,2,2
mnist_train_46707,2,2
mnist_train_47101,2,2
mnist_train_47228,2,2
mnist_train_47565,2,2
mnist_train_47667,2,2
mnist_train_47686,2,2
mnist_train_47973,2,2
mnist_train_48476,2,2
mnist_train_48686,2,2
mnist_train_49873,2,2
mnist_train_49951,2,2
mnist_train_50167,2,2
mnist_train_5065,2,2
mnist_train_50773,2,2
mnist_train_50933,2,2
mnist_train_50991,2,2
mnist_train_51530,2,2
mnist_train_51589,2,2
mnist_train_5258,2,2
mnist_train_53121,2,2
mnist_train_53522,2,2
mnist_train_53733,2,2
mnist_train_53773,2,2
mnist_train_53835,2,2
mnist_train_53878,2,2
mnist_train_53879,2,2
mnist_train_54768,2,2
mnist_train_54978,2,2
mnist_train_55176,2,2
mnist_train_55183,2,2
mnist_train_55540,2,2
mnist_train_55692,2,2
mnist_train_56027,2,2
mnist_train_56168,2,2
mnist_train_56215,2,2
mnist_train_56289,2,2
mnist_train_56993,2,2
mnist_train_5724,2,2
mnist_train_57597,2,2
mnist_train_57726,2,2
mnist_train_57831,2,2
mnist_train_57871,2,2
mnist_train_58135,2,2
mnist_train_58244,2,2
mnist_train_5867,2,2
mnist_train_58775,2,2
mnist_train_59365,2,2
mnist_train_6012,2,2
mnist_train_6492,2,2
mnist_train_6627,2,2
mnist_train_6780,2,2
mnist_train_7005,2,2
mnist_train_7360,2,2
mnist_train_7706,2,2
mnist_train_8614,2,2
mnist_train_862,2,2
mnist_train_8834,2,2
mnist_train_9575,2,2
mnist_train_10585,3,3
mnist_train_10647,3,3
mnist_train_10882,3,3
mnist_train_11171,3,3
mnist_train_11216,3,3
mnist_train_11221,3,3
mnist_train_11232,3,3
mnist_train_12044,3,3
mnist_train_12349,3,3
mnist_train_12656,3,3
mnist_train_12747,3,3
mnist_train_13288,3,3
mnist_train_13736,3,3
mnist_train_13859,3,3
mnist_train_14200,3,3
mnist_train_1449,3,3
mnist_train_14533,3,3
mnist_train_14636,3,3
mnist_train_14761,3,3
mnist_train_14935,3,3
mnist_train_1599,3,3
mnist_train_16074,3,3
mnist_train_16111,3,3
mnist_train_16134,3,3
mnist_train_16372,3,3
mnist_train_16453,3,3
mnist_train_1651,3,3
mnist_train_17146,3,3
mnist_train_17253,3,3
mnist_train_17624,3,3
mnist_train_17967,3,3
mnist_train_18030,3,3
mnist_train_18099,3,3
mnist_train_18569,3,3
mnist_train_18587,3,3
mnist_train_18812,3,3
mnist_train_18974,3,3
mnist_train_1941,3,3
mnist_train_19758,3,3
mnist_train_20362,3,3
mnist_train_20378,3,3
mnist_train_20553,3,3
mnist_train_20902,3,3
mnist_train_2092,3,3
mnist_train_21102,3,3
mnist_train_21149,3,3
mnist_train_21622,3,3
mnist_train_22024,3,3
mnist_train_22126,3,3
mnist_train_22708,3,3
mnist_train_22770,3,3
mnist_train_23024,3,3
mnist_train_23116,3,3
mnist_train_23556,3,3
mnist_train_23731,3,3
mnist_train_23796,3,3
mnist_train_23955,3,3
mnist_train_23986,3,3
mnist_train_242,3,3
mnist_train_24354,3,3
mnist_train_24451,3,3
mnist_train_24528,3,3
mnist_train_24575,3,3
mnist_train_24784,3,3
mnist_train_25055,3,3
mnist_train_25116,3,3
mnist_train_25630,3,3
mnist_train_2580,3,3
mnist_train_26154,3,3
mnist_train_2627,3,3
mnist_train_26419,3,3
mnist_train_26965,3,3
mnist_train_27214,3,3
mnist_train_27419,3,3
mnist_train_27666,3,3
mnist_train_27671,3,3
mnist_train_279,3,3
mnist_train_28252,3,3
mnist_train_28653,3,3
mnist_train_28826,3,3
mnist_train_28916,3,3
mnist_train_29094,3,3
mnist_train_29097,3,3
mnist_train_29636,3,3
mnist_train_29719,3,3
mnist_train_29844,3,3
mnist_train_30445,3,3
mnist_train_30645,3,3
mnist_train_30760,3,3
mnist_train_31274,3,3
mnist_train_31347,3,3
mnist_train_31544,3,3
mnist_train_31952,3,3
mnist_train_3233,3,3
mnist_train_32653,3,3
mnist_train_33002,3,3
mnist_train_33029,3,3
mnist_train_33911,3,3
mnist_train_33953,3,3
mnist_train_3462,3,3
mnist_train_34728,3,3
mnist_train_35049,3,3
mnist_train_35122,3,3
mnist_train_35155,3,3
mnist_train_3521,3,3
mnist_train_35548,3,3
mnist_train_35744,3,3
mnist_train_36555,3,3
mnist_train_36595,3,3
mnist_train_36946,3,3
mnist_train_37035,3,3
mnist_train_37524,3,3
mnist_train_37540,3,3
mnist_train_38086,3,3
mnist_train_38283,3,3
mnist_train_3835,3,3
mnist_train_38451,3,3
mnist_train_38755,3,3
mnist_train_38904,3,3
mnist_train_39325,3,3
mnist_train_39591,3,3
mnist_train_40051,3,3
mnist_train_40305,3,3
mnist_train_40481,3,3
mnist_train_40691,3,3
mnist_train_40720,3,3
mnist_train_40883,3,3
mnist_train_41494,3,3
mnist_train_41653,3,3
mnist_train_42210,3,3
mnist_train_42966,3,3
mnist_train_43043,3,3
mnist_train_433,3,3
mnist_train_4339,3,3
mnist_train_43393,3,3
mnist_train_43717,3,3
mnist_train_43747,3,3
mnist_train_43883,3,3
mnist_train_43967,3,3
mnist_train_43978,3,3
mnist_train_44408,3,3
mnist_train_44609,3,3
mnist_train_44709,3,3
mnist_train_4490,3,3
mnist_train_4511,3,3
mnist_train_45545,3,3
mnist_train_45597,3,3
mnist_train_45848,3,3
mnist_train_46221,3,3
mnist_train_46279,3,3
mnist_train_46534,3,3
mnist_train_46666,3,3
mnist_train_47461,3,3
mnist_train_47587,3,3
mnist_train_47594,3,3
mnist_train_47950,3,3
mnist_train_4836,3,3
mnist_train_4850,3,3
mnist_train_48563,3,3
mnist_train_4883,3,3
mnist_train_50033,3,3
mnist_train_50107,3,3
mnist_train_50260,3,3
mnist_train_50644,3,3
mnist_train_51561,3,3
mnist_train_51896,3,3
mnist_train_52227,3,3
mnist_train_53493,3,3
mnist_train_53943,3,3
mnist_train_54242,3,3
mnist_train_55028,3,3
mnist_train_55548,3,3
mnist_train_56008,3,3
mnist_train_56139,3,3
mnist_train_56434,3,3
mnist_train_56448,3,3
mnist_train_56561,3,3
mnist_train_57264,3,3
mnist_train_57879,3,3
mnist_train_5793,3,3
mnist_train_57990,3,3
mnist_train_58149,3,3
mnist_train_58336,3,3
mnist_train_58399,3,3
mnist_train_58421,3,3
mnist_train_58640,3,3
mnist_train_5926,3,3
mnist_train_59282,3,3
mnist_train_59366,3,3
mnist_train_6059,3,3
mnist_train_6309,3,3
mnist_train_6420,3,3
mnist_train_6912,3,3
mnist_train_7556,3,3
mnist_train_7675,3,3
mnist_train_7803,3,3
mnist_train_8094,3,3
mnist_train_8254,3,3
mnist_train_9059,3,3
mnist_train_98,3,3
mnist_train_1030,4,4
mnist_train_10634,4,4
mnist_train_10952,4,4
mnist_train_11184,4,4
mnist_train_11459,4,4
mnist_train_11547,4,4
mnist_train_11646,4,4
mnist_train_11783,4,4
mnist_train_11861,4,4
mnist_train_11913,4,4
mnist_train_11965,4,4
mnist_train_12105,4,4
mnist_train_12322,4,4
mnist_train_12595,4,4
mnist_train_13252,4,4
mnist_train_13471,4,4
mnist_train_13850,4,4
mnist_train_13861,4,4
mnist_train_14175,4,4
mnist_train_14621,4,4
mnist_train_14654,4,4
mnist_train_14695,4,4
mnist_train_14788,4,4
mnist_train_15038,4,4
mnist_train_15058,4,4
mnist_train_15214,4,4
mnist_train_15876,4,4
mnist_train_16389,4,4
mnist_train_166,4,4
mnist_train_17018,4,4
mnist_train_1704,4,4
mnist_train_17511,4,4
mnist_train_17862,4,4
mnist_train_18133,4,4
mnist_train_18981,4,4
mnist_train_18988,4,4
mnist_train_1932,4,4
mnist_train_19404,4,4
mnist_train_19952,4,4
mnist_train_20211,4,4
mnist_train_20236,4,4
mnist_train_20337,4,4
mnist_train_21296,4,4
mnist_train_21743,4,4
mnist_train_21968,4,4
mnist_train_22051,4,4
mnist_train_22285,4,4
mnist_train_22372,4,4
mnist_train_22403,4,4
mnist_train_22584,4,4
mnist_train_22714,4,4
mnist_train_22747,4,4
mnist_train_22818,4,4
mnist_train_22865,4,4
mnist_train_23174,4,4
mnist_train_23306,4,4
mnist_train_24601,4,4
mnist_train_24855,4,4
mnist_train_25001,4,4
mnist_train_25635,4,4
mnist_train_25971,4,4
mnist_train_26246,4,4
mnist_train_26465,4,4
mnist_train_26797,4,4
mnist_train_27055,4,4
mnist_train_27514,4,4
mnist_train_27517,4,4
mnist_train_27694,4,4
mnist_train_28217,4,4
mnist_train_28311,4,4
mnist_train_28426,4,4
mnist_train_28578,4,4
mnist_train_28963,4,4
mnist_train_29372,4,4
mnist_train_29631,4,4
mnist_train_29739,4,4
mnist_train_29814,4,4
mnist_train_2990,4,4
mnist_train_30321,4,4
mnist_train_3037,4,4
mnist_train_30779,4,4
mnist_train_3091,4,4
mnist_train_31340,4,4
mnist_train_31574,4,4
mnist_train_31994,4,4
mnist_train_32286,4,4
mnist_train_32565,4,4
mnist_train_32661,4,4
mnist_train_3352,4,4
mnist_train_33731,4,4
mnist_train_34406,4,4
mnist_train_3457,4,4
mnist_train_3484,4,4
mnist_train_35256,4,4
mnist_train_35946,4,4
mnist_train_36017,4,4
mnist_train_3668,4,4
mnist_train_36907,4,4
mnist_train_36932,4,4
mnist_train_37339,4,4
mnist_train_37826,4,4
mnist_train_37893,4,4
mnist_train_38168,4,4
mnist_train_38428,4,4
mnist_train_38496,4,4
mnist_train_39361,4,4
mnist_train_3945,4,4
mnist_train_39875,4,4
mnist_train_40094,4,4
mnist_train_40990,4,4
mnist_train_4107,4,4
mnist_train_4135,4,4
mnist_train_4169,4,4
mnist_train_41930,4,4
mnist_train_41977,4,4
mnist_train_4205,4,4
mnist_train_42181,4,4
mnist_train_42249,4,4
mnist_train_42382,4,4
mnist_train_42620,4,4
mnist_train_43026,4,4
mnist_train_43106,4,4
mnist_train_43278,4,4
mnist_train_43713,4,4
mnist_train_438,4,4
mnist_train_43929,4,4
mnist_train_442,4,4
mnist_train_44342,4,4
mnist_train_44515,4,4
mnist_train_44581,4,4
mnist_train_44894,4,4
mnist_train_4494,4,4
mnist_train_4593,4,4
mnist_train_45950,4,4
mnist_train_4619,4,4
mnist_train_4633,4,4
mnist_train_46333,4,4
mnist_train_46374,4,4
mnist_train_4703,4,4
mnist_train_47763,4,4
mnist_train_4781,4,4
mnist_train_47823,4,4
mnist_train_47826,4,4
mnist_train_48047,4,4
mnist_train_4822,4,4
mnist_train_48252,4,4
mnist_train_48448,4,4
mnist_train_48522,4,4
mnist_train_48728,4,4
mnist_train_48885,4,4
mnist_train_48890,4,4
mnist_train_49005,4,4
mnist_train_49078,4,4
mnist_train_49745,4,4
mnist_train_50188,4,4
mnist_train_50416,4,4
mnist_train_50757,4,4
mnist_train_51814,4,4
mnist_train_52855,4,4
mnist_train_53249,4,4
mnist_train_53576,4,4
mnist_train_53731,4,4
mnist_train_53767,4,4
mnist_train_5401,4,4
mnist_train_54109,4,4
mnist_train_54129,4,4
mnist_train_5444,4,4
mnist_train_54452,4,4
mnist_train_54742,4,4
mnist_train_54852,4,4
mnist_train_55351,4,4
mnist_train_55564,4,4
mnist_train_55684,4,4
mnist_train_56276,4,4
mnist_train_56379,4,4
mnist_train_56827,4,4
mnist_train_56853,4,4
mnist_train_57779,4,4
mnist_train_58634,4,4
mnist_train_58661,4,4
mnist_train_58730,4,4
mnist_train_58980,4,4
mnist_train_58987,4,4
mnist_train_59227,4,4
mnist_train_59261,4,4
mnist_train_59922,4,4
mnist_train_59933,4,4
mnist_train_6035,4,4
mnist_train_6127,4,4
mnist_train_6312,4,4
mnist_train_6336,4,4
mnist_train_6462,4,4
mnist_train_6556,4,4
mnist_train_6656,4,4
mnist_train_7211,4,4
mnist_train_7296,4,4
mnist_train_742,4,4
mnist_train_8037,4,4
mnist_train_8400,4,4
mnist_train_9541,4,4
mnist_train_10030,5,5
mnist_train_10182,5,5
mnist_train_10286,5,5
mnist_train_11141,5,5
mnist_train_11396,5,5
mnist_train_11638,5,5
mnist_train_12684,5,5
mnist_train_12804,5,5
mnist_train_12940,5,5
mnist_train_13070,5,5
mnist_train_13284,5,5
mnist_train_13394,5,5
mnist_train_13749,5,5
mnist_train_13784,5,5
mnist_train_14534,5,5
mnist_train_14951,5,5
mnist_train_15155,5,5
mnist_train_15285,5,5
mnist_train_15337,5,5
mnist_train_15791,5,5
mnist_train_15893,5,5
mnist_train_16112,5,5
mnist_train_16295,5,5
mnist_train_16558,5,5
mnist_train_16647,5,5
mnist_train_16733,5,5
mnist_train_17294,5,5
mnist_train_17578,5,5
mnist_train_18440,5,5
mnist_train_18719,5,5
mnist_train_18829,5,5
mnist_train_18968,5,5
mnist_train_19175,5,5
mnist_train_19364,5,5
mnist_train_19533,5,5
mnist_train_19717,5,5
mnist_train_19994,5,5
mnist_train_20186,5,5
mnist_train_20528,5,5
mnist_train_20564,5,5
mnist_train_20885,5,5
mnist_train_21011,5,5
mnist_train_21397,5,5
mnist_train_21632,5,5
mnist_train_21833,5,5
mnist_train_21850,5,5
mnist_train_21919,5,5
mnist_train_21963,5,5
mnist_train_21976,5,5
mnist_train_22686,5,5
mnist_train_22821,5,5
mnist_train_23226,5,5
mnist_train_23736,5,5
mnist_train_23938,5,5
mnist_train_23981,5,5
mnist_train_24097,5,5
mnist_train_24335,5,5
mnist_train_24516,5,5
mnist_train_24614,5,5
mnist_train_25483,5,5
mnist_train_25539,5,5
mnist_train_25654,5,5
mnist_train_25720,5,5
mnist_train_25762,5,5
mnist_train_25967,5,5
mnist_train_26030,5,5
mnist_train_26328,5,5
mnist_train_26621,5,5
mnist_train_26842,5,5
mnist_train_26896,5,5
mnist_train_26901,5,5
mnist_train_26995,5,5
mnist_train_27288,5,5
mnist_train_2739,5,5
mnist_train_28271,5,5
mnist_train_28534,5,5
mnist_train_28949,5,5
